customer_id,month,logins,key_actions
C1308,2026-02-01,1,16
C1308,2026-03-01,10,21
C1309,2026-01-01,7,12
C1309,2026-02-01,0,6
C1310,2026-01-01,9,9
C1310,2026-02-01,2,5
C1310,2026-03-01,2,0
C1311,2026-04-01,6,10
C1312,2026-04-01,2,3
C1313,2026-02-01,8,10
C1313,2026-03-01,5,11
C1313,2026-04-01,0,12
C1314,2026-02-01,7,7
C1314,2026-03-01,7,2
C1314,2026-04-01,1,4
C1315,2026-02-01,5,0
C1315,2026-03-01,1,0
C1315,2026-04-01,4,13
C1316,2026-03-01,5,2
C1316,2026-04-01,7,13
C1317,2026-02-01,4,9
C1317,2026-03-01,6,3
C1317,2026-04-01,1,13
C1318,2026-02-01,1,7
C1318,2026-03-01,3,15
C1318,2026-04-01,0,13
C1319,2026-01-01,9,6
C1319,2026-02-01,4,10
C1319,2026-03-01,7,14
C1319,2026-04-01,5,10
C1320,2026-01-01,3,0
C1320,2026-02-01,0,18
C1320,2026-03-01,2,9
C1320,2026-04-01,5,8
C1321,2026-03-01,6,7
C1321,2026-04-01,0,8
C1322,2026-03-01,3,6
C1322,2026-04-01,8,0
C1323,2026-02-01,5,1
C1323,2026-03-01,5,11
C1323,2026-04-01,0,11
C1324,2026-02-01,8,1
C1324,2026-03-01,0,9
C1324,2026-04-01,4,0
C1325,2026-04-01,0,10
C1326,2026-03-01,5,4
C1326,2026-04-01,5,0
C1327,2026-01-01,4,13
C1327,2026-02-01,0,4
C1327,2026-03-01,3,0
C1327,2026-04-01,2,0
C1328,2026-01-01,2,0
C1328,2026-02-01,6,13
C1329,2026-03-01,1,2
C1329,2026-04-01,7,10
C1330,2026-01-01,0,9
C1330,2026-02-01,9,17
C1331,2026-02-01,9,9
C1331,2026-03-01,4,17
C1331,2026-04-01,0,11
C1332,2026-01-01,3,9
C1332,2026-02-01,4,7
C1332,2026-03-01,0,14
C1333,2026-01-01,3,10
C1333,2026-02-01,5,10
C1334,2026-01-01,3,10
C1334,2026-02-01,2,13
C1335,2026-03-01,1,4
C1335,2026-04-01,5,8
C1336,2026-04-01,2,13
C1337,2026-01-01,2,13
C1337,2026-02-01,4,5
C1338,2026-03-01,4,0
C1338,2026-04-01,0,8
C1339,2026-02-01,4,9
C1339,2026-03-01,1,9
C1339,2026-04-01,2,10
C1340,2026-03-01,3,23
C1340,2026-04-01,2,3
C1341,2026-03-01,4,3
C1341,2026-04-01,2,9
C1342,2026-03-01,6,23
C1342,2026-04-01,0,20
C1343,2026-03-01,0,6
C1343,2026-04-01,6,4
C1344,2026-03-01,0,10
C1344,2026-04-01,2,23
C1345,2026-02-01,7,5
C1345,2026-03-01,0,1
C1346,2026-01-01,1,14
C1346,2026-02-01,0,4
C1347,2026-01-01,3,0
C1347,2026-02-01,3,13
C1348,2026-04-01,6,13
C1349,2026-01-01,3,14
C1349,2026-02-01,0,0
C1350,2026-03-01,2,2
C1350,2026-04-01,3,18
C1351,2026-02-01,4,25
C1351,2026-03-01,2,13
C1351,2026-04-01,8,8
C1352,2026-03-01,7,8
C1352,2026-04-01,7,2
C1353,2026-02-01,7,2
C1353,2026-03-01,4,0
C1353,2026-04-01,3,6
C1354,2026-01-01,6,0
C1354,2026-02-01,2,3
C1354,2026-03-01,5,3
C1355,2026-03-01,4,0
C1355,2026-04-01,7,8
C1356,2026-01-01,2,9
C1356,2026-02-01,6,8
C1356,2026-03-01,3,10
C1356,2026-04-01,2,17
C1357,2026-03-01,1,8
C1357,2026-04-01,2,20
C1358,2026-01-01,4,11
C1358,2026-02-01,5,2
C1358,2026-03-01,0,5
C1358,2026-04-01,1,1
C1359,2026-02-01,2,7
C1359,2026-03-01,4,9
C1360,2026-01-01,2,6
C1360,2026-02-01,0,6
C1361,2026-01-01,0,0
C1361,2026-02-01,2,1
C1362,2026-03-01,0,5
C1362,2026-04-01,7,4
C1363,2026-03-01,10,12
C1363,2026-04-01,0,16
C1364,2026-01-01,2,1
C1364,2026-02-01,0,15
C1364,2026-03-01,4,12
C1364,2026-04-01,3,8
C1365,2026-02-01,7,11
C1365,2026-03-01,8,9
C1365,2026-04-01,2,9
C1366,2026-03-01,5,12
C1366,2026-04-01,3,6
C1367,2026-02-01,5,0
C1367,2026-03-01,2,4
C1368,2026-03-01,5,10
C1368,2026-04-01,3,9
C1369,2026-03-01,5,0
C1369,2026-04-01,4,0
C1370,2026-01-01,1,2
C1370,2026-02-01,4,9
C1371,2026-01-01,1,18
C1371,2026-02-01,5,9
C1371,2026-03-01,1,9
C1371,2026-04-01,8,11
C1372,2026-04-01,3,13
C1373,2026-03-01,8,13
C1373,2026-04-01,4,16
C1374,2026-04-01,6,8
C1375,2026-01-01,5,0
C1375,2026-02-01,1,4
C1375,2026-03-01,4,1
C1376,2026-03-01,4,10
C1376,2026-04-01,3,6
C1377,2026-03-01,5,15
C1377,2026-04-01,2,4
C1378,2026-02-01,3,1
C1378,2026-03-01,4,18
C1379,2026-03-01,2,13
C1379,2026-04-01,8,5
C1380,2026-04-01,7,1
C1381,2026-04-01,5,12
C1382,2026-01-01,2,12
C1382,2026-02-01,7,8
C1382,2026-03-01,7,10
C1382,2026-04-01,5,3
C1383,2026-01-01,6,20
C1383,2026-02-01,4,2
C1383,2026-03-01,1,0
C1383,2026-04-01,2,14
C1384,2026-03-01,1,3
C1384,2026-04-01,5,13
C1385,2026-01-01,6,9
C1385,2026-02-01,6,8
C1386,2026-04-01,2,4
C1387,2026-01-01,3,0
C1387,2026-02-01,1,16
C1388,2026-03-01,7,24
C1388,2026-04-01,3,9
C1389,2026-01-01,5,11
C1389,2026-02-01,5,15
C1389,2026-03-01,4,8
C1390,2026-02-01,6,19
C1390,2026-03-01,3,2
C1390,2026-04-01,4,9
C1391,2026-03-01,4,7
C1391,2026-04-01,2,2
C1392,2026-03-01,9,17
C1392,2026-04-01,3,12
C1393,2026-01-01,0,0
C1393,2026-02-01,14,5
C1393,2026-03-01,4,6
C1394,2026-01-01,8,3
C1394,2026-02-01,5,13
C1395,2026-02-01,0,0
C1395,2026-03-01,4,9
C1395,2026-04-01,5,14
C1396,2026-01-01,3,9
C1396,2026-02-01,5,0
C1396,2026-03-01,10,5
C1397,2026-03-01,6,11
C1397,2026-04-01,3,6
C1398,2026-01-01,4,0
C1398,2026-02-01,0,7
C1398,2026-03-01,2,13
C1398,2026-04-01,3,1
C1399,2026-01-01,0,15
C1399,2026-02-01,3,7
C1400,2026-03-01,5,19
C1400,2026-04-01,1,11
C1401,2026-02-01,0,1
C1401,2026-03-01,1,13
C1402,2026-02-01,6,11
C1402,2026-03-01,1,14
C1402,2026-04-01,1,3
C1403,2026-03-01,0,13
C1403,2026-04-01,2,13
C1404,2026-01-01,4,16
C1404,2026-02-01,3,9
C1404,2026-03-01,0,7
C1404,2026-04-01,5,6
C1405,2026-01-01,5,8
C1405,2026-02-01,4,13
C1406,2026-03-01,5,0
C1406,2026-04-01,3,17
C1407,2026-02-01,9,7
C1407,2026-03-01,3,0
C1408,2026-03-01,2,18
C1408,2026-04-01,4,2
C1409,2026-03-01,0,3
C1409,2026-04-01,0,9
C1410,2026-02-01,5,12
C1410,2026-03-01,4,17
C1410,2026-04-01,0,6
C1411,2026-03-01,3,1
C1411,2026-04-01,4,2
C1412,2026-03-01,4,0
C1412,2026-04-01,4,14
C1413,2026-01-01,1,13
C1413,2026-02-01,8,18
C1414,2026-03-01,6,0
C1414,2026-04-01,2,13
C1415,2026-01-01,0,13
C1415,2026-02-01,1,6
C1416,2026-03-01,5,0
C1416,2026-04-01,8,20
C1417,2026-01-01,1,2
C1417,2026-02-01,0,0
C1417,2026-03-01,4,13
C1417,2026-04-01,4,10
C1418,2026-01-01,0,11
C1418,2026-02-01,5,9
C1418,2026-03-01,8,9
C1418,2026-04-01,4,10
C1419,2026-01-01,3,12
C1419,2026-02-01,3,6
C1420,2026-02-01,2,7
C1420,2026-03-01,5,3
C1421,2026-01-01,6,12
C1421,2026-02-01,2,8
C1421,2026-03-01,5,5
C1422,2026-02-01,0,11
C1422,2026-03-01,0,9
C1422,2026-04-01,0,4
C1423,2026-02-01,3,8
C1423,2026-03-01,4,9
C1424,2026-01-01,5,1
C1424,2026-02-01,9,1
C1424,2026-03-01,0,3
C1425,2026-04-01,6,3
C1426,2026-02-01,2,0
C1426,2026-03-01,2,15
C1426,2026-04-01,5,12
C1427,2026-01-01,3,1
C1427,2026-02-01,5,5
C1427,2026-03-01,0,16
C1428,2026-03-01,5,4
C1428,2026-04-01,2,4
C1429,2026-02-01,2,0
C1429,2026-03-01,4,14
C1429,2026-04-01,0,1
C1430,2026-01-01,8,14
C1430,2026-02-01,2,13
C1431,2026-02-01,0,7
C1431,2026-03-01,8,12
C1431,2026-04-01,0,14
C1432,2026-03-01,3,8
C1432,2026-04-01,9,16
C1433,2026-01-01,3,1
C1433,2026-02-01,7,11
C1434,2026-02-01,5,6
C1434,2026-03-01,6,0
C1435,2026-02-01,5,8
C1435,2026-03-01,2,15
C1436,2026-01-01,8,12
C1436,2026-02-01,3,4
C1437,2026-02-01,4,9
C1437,2026-03-01,3,4
C1437,2026-04-01,6,0
C1438,2026-01-01,2,0
C1438,2026-02-01,2,11
C1439,2026-02-01,9,8
C1439,2026-03-01,4,0
C1440,2026-02-01,4,10
C1440,2026-03-01,0,16
C1441,2026-02-01,5,16
C1441,2026-03-01,5,20
C1441,2026-04-01,4,4
C1442,2026-01-01,2,9
C1442,2026-02-01,2,14
C1443,2026-03-01,4,15
C1443,2026-04-01,5,6
C1444,2026-01-01,2,10
C1444,2026-02-01,1,11
C1445,2026-01-01,2,8
C1445,2026-02-01,5,0
C1446,2026-02-01,5,9
C1446,2026-03-01,2,15
C1446,2026-04-01,6,12
C1447,2026-02-01,5,5
C1447,2026-03-01,7,5
C1447,2026-04-01,2,0
C1448,2026-01-01,3,2
C1448,2026-02-01,0,0
C1449,2026-02-01,6,2
C1449,2026-03-01,1,15
C1449,2026-04-01,0,13
C1450,2026-03-01,0,0
C1450,2026-04-01,4,16
C1451,2026-02-01,2,17
C1451,2026-03-01,4,0
C1452,2026-01-01,2,11
C1452,2026-02-01,5,11
C1453,2026-02-01,7,4
C1453,2026-03-01,8,4
C1454,2026-04-01,3,16
C1455,2026-02-01,4,0
C1455,2026-03-01,8,6
C1456,2026-03-01,9,9
C1456,2026-04-01,2,11
C1457,2026-01-01,7,3
C1457,2026-02-01,4,17
C1457,2026-03-01,1,4
C1458,2026-02-01,3,8
C1458,2026-03-01,4,6
C1459,2026-02-01,2,5
C1459,2026-03-01,4,10
C1459,2026-04-01,7,0
C1460,2026-02-01,8,12
C1460,2026-03-01,2,16
C1461,2026-03-01,5,12
C1461,2026-04-01,3,14
C1462,2026-02-01,3,18
C1462,2026-03-01,11,15
C1463,2026-01-01,5,13
C1463,2026-02-01,0,7
C1463,2026-03-01,6,0
C1464,2026-02-01,0,15
C1464,2026-03-01,4,0
C1464,2026-04-01,6,15
C1465,2026-04-01,0,9
C1466,2026-03-01,1,13
C1466,2026-04-01,5,9
C1467,2026-02-01,5,11
C1467,2026-03-01,7,8
C1467,2026-04-01,0,8
C1468,2026-02-01,6,6
C1468,2026-03-01,0,8
C1468,2026-04-01,3,8
C1469,2026-01-01,1,13
C1469,2026-02-01,5,14
C1470,2026-01-01,8,3
C1470,2026-02-01,0,7
C1470,2026-03-01,2,0
C1470,2026-04-01,3,3
C1471,2026-01-01,5,0
C1471,2026-02-01,1,0
C1471,2026-03-01,3,14
C1471,2026-04-01,3,16
C1472,2026-04-01,4,7
C1473,2026-02-01,4,0
C1473,2026-03-01,6,4
C1473,2026-04-01,6,3
C1474,2026-04-01,0,13
C1475,2026-02-01,3,13
C1475,2026-03-01,8,6
C1476,2026-03-01,2,13
C1476,2026-04-01,7,1
C1477,2026-03-01,0,0
C1477,2026-04-01,3,10
C1478,2026-04-01,6,5
C1479,2026-03-01,0,24
C1479,2026-04-01,4,7
C1480,2026-03-01,2,1
C1480,2026-04-01,1,0
C1481,2026-03-01,0,14
C1481,2026-04-01,4,11
C1482,2026-04-01,0,11
C1483,2026-04-01,4,9
C1484,2026-01-01,6,17
C1484,2026-02-01,3,20
C1484,2026-03-01,1,1
C1484,2026-04-01,5,12
C1485,2026-03-01,3,13
C1485,2026-04-01,1,4
C1486,2026-03-01,4,9
C1486,2026-04-01,4,7
C1487,2026-03-01,5,7
C1487,2026-04-01,3,7
C1488,2026-04-01,9,7
C1489,2026-02-01,7,5
C1489,2026-03-01,2,13
C1490,2026-02-01,12,0
C1490,2026-03-01,6,0
C1490,2026-04-01,3,9
C1491,2026-03-01,3,10
C1491,2026-04-01,0,10
C1492,2026-03-01,5,5
C1492,2026-04-01,0,0
C1493,2026-02-01,2,0
C1493,2026-03-01,1,14
C1493,2026-04-01,0,8
C1494,2026-03-01,11,6
C1494,2026-04-01,4,6
C1495,2026-02-01,9,11
C1495,2026-03-01,2,13
C1495,2026-04-01,0,12
C1496,2026-01-01,0,14
C1496,2026-02-01,12,0
C1496,2026-03-01,8,2
C1497,2026-01-01,4,11
C1497,2026-02-01,0,7
C1497,2026-03-01,2,7
C1497,2026-04-01,2,16
C1498,2026-01-01,5,5
C1498,2026-02-01,2,8
C1498,2026-03-01,4,12
C1498,2026-04-01,3,5
C1499,2026-02-01,3,4
C1499,2026-03-01,9,2
C1499,2026-04-01,4,12
