customer_id,company_name,plan_type,is_trial,segment,industry,signup_date,mrr
C1388,Customer 1388,Trial,True,SMB,Professional Services,2026-03-22,0
C1389,Customer 1389,Trial,True,SMB,Technology,2026-01-20,0
C1390,Customer 1390,Trial,True,SMB,Technology,2026-02-28,0
C1391,Customer 1391,Trial,True,SMB,Technology,2026-03-23,0
C1392,Customer 1392,Trial,True,SMB,Financial Services,2026-03-03,0
C1393,Customer 1393,Trial,True,SMB,Retail,2026-01-01,0
C1394,Customer 1394,Trial,True,SMB,Professional Services,2026-01-02,0
C1395,Customer 1395,Trial,True,SMB,Manufacturing,2026-02-05,0
C1396,Customer 1396,Trial,True,SMB,Professional Services,2026-01-03,0
C1397,Customer 1397,Trial,True,SMB,Healthcare,2026-03-28,0
C1398,Customer 1398,Trial,True,Mid-Market,Technology,2026-01-14,0
C1399,Customer 1399,Trial,True,SMB,Technology,2026-01-20,0
C1400,Customer 1400,Trial,True,SMB,Manufacturing,2026-03-09,0
C1401,Customer 1401,Trial,True,Mid-Market,Financial Services,2026-02-04,0
C1402,Customer 1402,Trial,True,Enterprise,Retail,2026-02-17,0
C1403,Customer 1403,Trial,True,SMB,Professional Services,2026-03-14,0
C1404,Customer 1404,Trial,True,SMB,Education,2026-01-29,0
C1405,Customer 1405,Trial,True,SMB,Education,2026-01-11,0
C1406,Customer 1406,Trial,True,Mid-Market,Financial Services,2026-03-25,0
C1407,Customer 1407,Trial,True,SMB,Technology,2026-02-21,0
C1408,Customer 1408,Trial,True,SMB,Financial Services,2026-03-02,0
C1409,Customer 1409,Trial,True,SMB,Retail,2026-03-31,0
C1410,Customer 1410,Trial,True,SMB,Manufacturing,2026-02-25,0
C1411,Customer 1411,Trial,True,Enterprise,Financial Services,2026-03-14,0
C1412,Customer 1412,Trial,True,Mid-Market,Healthcare,2026-03-09,0
C1413,Customer 1413,Trial,True,Mid-Market,Professional Services,2026-01-28,0
C1414,Customer 1414,Trial,True,SMB,Financial Services,2026-03-14,0
C1415,Customer 1415,Trial,True,SMB,Manufacturing,2026-01-10,0
C1416,Customer 1416,Trial,True,SMB,Financial Services,2026-03-11,0
C1417,Customer 1417,Trial,True,Mid-Market,Manufacturing,2026-01-23,0
C1418,Customer 1418,Trial,True,Enterprise,Technology,2026-01-03,0
C1419,Customer 1419,Trial,True,Mid-Market,Professional Services,2026-01-19,0
C1420,Customer 1420,Trial,True,Mid-Market,Manufacturing,2026-02-20,0
C1421,Customer 1421,Trial,True,SMB,Technology,2026-01-21,0
C1422,Customer 1422,Trial,True,SMB,Technology,2026-02-19,0
C1423,Customer 1423,Trial,True,SMB,Professional Services,2026-02-12,0
C1424,Customer 1424,Trial,True,Mid-Market,Professional Services,2026-01-18,0
C1425,Customer 1425,Trial,True,SMB,Professional Services,2026-04-03,0
C1426,Customer 1426,Trial,True,SMB,Retail,2026-02-14,0
C1427,Customer 1427,Trial,True,Mid-Market,Manufacturing,2026-01-30,0
C1428,Customer 1428,Trial,True,Mid-Market,Technology,2026-03-19,0
C1429,Customer 1429,Trial,True,Enterprise,Manufacturing,2026-02-20,0
C1430,Customer 1430,Trial,True,SMB,Education,2026-01-04,0
C1431,Customer 1431,Trial,True,SMB,Manufacturing,2026-02-27,0
C1432,Customer 1432,Trial,True,Mid-Market,Retail,2026-03-12,0
C1433,Customer 1433,Trial,True,SMB,Professional Services,2026-01-24,0
C1434,Customer 1434,Trial,True,SMB,Technology,2026-02-18,0
C1435,Customer 1435,Trial,True,Mid-Market,Professional Services,2026-02-07,0
C1436,Customer 1436,Trial,True,SMB,Healthcare,2026-01-10,0
C1437,Customer 1437,Trial,True,SMB,Professional Services,2026-02-18,0
C1438,Customer 1438,Trial,True,SMB,Manufacturing,2026-01-20,0
C1439,Customer 1439,Trial,True,SMB,Financial Services,2026-02-16,0
C1440,Customer 1440,Trial,True,SMB,Education,2026-02-09,0
C1441,Customer 1441,Trial,True,SMB,Financial Services,2026-02-04,0
C1442,Customer 1442,Trial,True,SMB,Technology,2026-01-24,0
C1443,Customer 1443,Trial,True,SMB,Financial Services,2026-03-13,0
C1444,Customer 1444,Trial,True,SMB,Technology,2026-01-04,0
C1445,Customer 1445,Trial,True,SMB,Education,2026-01-12,0
C1446,Customer 1446,Trial,True,Mid-Market,Financial Services,2026-02-11,0
C1447,Customer 1447,Trial,True,SMB,Education,2026-02-07,0
C1448,Customer 1448,Trial,True,SMB,Technology,2026-01-11,0
C1449,Customer 1449,Trial,True,SMB,Healthcare,2026-02-01,0
C1450,Customer 1450,Trial,True,SMB,Healthcare,2026-03-29,0
C1451,Customer 1451,Trial,True,SMB,Retail,2026-02-04,0
C1452,Customer 1452,Trial,True,SMB,Retail,2026-01-19,0
C1453,Customer 1453,Trial,True,SMB,Retail,2026-02-05,0
C1454,Customer 1454,Trial,True,SMB,Manufacturing,2026-04-11,0
C1455,Customer 1455,Trial,True,SMB,Retail,2026-02-01,0
C1456,Customer 1456,Trial,True,SMB,Retail,2026-03-18,0
C1457,Customer 1457,Trial,True,SMB,Financial Services,2026-01-14,0
C1458,Customer 1458,Trial,True,SMB,Technology,2026-02-20,0
C1459,Customer 1459,Trial,True,Mid-Market,Manufacturing,2026-02-18,0
C1460,Customer 1460,Trial,True,SMB,Education,2026-02-26,0
C1461,Customer 1461,Trial,True,Enterprise,Healthcare,2026-03-25,0
C1462,Customer 1462,Trial,True,SMB,Professional Services,2026-02-08,0
C1463,Customer 1463,Trial,True,SMB,Healthcare,2026-01-26,0
C1464,Customer 1464,Trial,True,Enterprise,Manufacturing,2026-02-20,0
C1465,Customer 1465,Trial,True,SMB,Retail,2026-04-05,0
C1466,Customer 1466,Trial,True,Mid-Market,Manufacturing,2026-03-15,0
C1467,Customer 1467,Trial,True,SMB,Education,2026-02-18,0
C1468,Customer 1468,Trial,True,SMB,Technology,2026-02-20,0
C1469,Customer 1469,Trial,True,SMB,Technology,2026-01-26,0
C1470,Customer 1470,Trial,True,SMB,Technology,2026-01-24,0
C1471,Customer 1471,Trial,True,Enterprise,Retail,2026-01-04,0
C1472,Customer 1472,Trial,True,SMB,Education,2026-04-01,0
C1473,Customer 1473,Trial,True,Mid-Market,Financial Services,2026-02-07,0
C1474,Customer 1474,Trial,True,Mid-Market,Education,2026-04-15,0
C1475,Customer 1475,Trial,True,SMB,Healthcare,2026-02-22,0
C1476,Customer 1476,Trial,True,SMB,Manufacturing,2026-03-23,0
C1477,Customer 1477,Trial,True,SMB,Retail,2026-03-26,0
C1478,Customer 1478,Trial,True,SMB,Retail,2026-04-12,0
C1479,Customer 1479,Trial,True,SMB,Retail,2026-03-18,0
C1480,Customer 1480,Trial,True,SMB,Education,2026-03-10,0
C1481,Customer 1481,Trial,True,SMB,Financial Services,2026-03-30,0
C1482,Customer 1482,Trial,True,Enterprise,Professional Services,2026-04-12,0
C1483,Customer 1483,Trial,True,SMB,Professional Services,2026-04-14,0
C1484,Customer 1484,Trial,True,SMB,Healthcare,2026-01-11,0
C1485,Customer 1485,Trial,True,SMB,Healthcare,2026-03-26,0
C1486,Customer 1486,Trial,True,SMB,Technology,2026-03-24,0
C1487,Customer 1487,Trial,True,SMB,Retail,2026-03-24,0
C1488,Customer 1488,Trial,True,SMB,Education,2026-04-07,0
C1489,Customer 1489,Trial,True,SMB,Financial Services,2026-02-25,0
C1490,Customer 1490,Trial,True,SMB,Professional Services,2026-02-03,0
C1491,Customer 1491,Trial,True,SMB,Professional Services,2026-03-08,0
C1492,Customer 1492,Trial,True,SMB,Manufacturing,2026-03-15,0
C1493,Customer 1493,Trial,True,SMB,Professional Services,2026-02-20,0
C1494,Customer 1494,Trial,True,SMB,Healthcare,2026-03-17,0
C1495,Customer 1495,Trial,True,Enterprise,Retail,2026-02-14,0
C1496,Customer 1496,Trial,True,SMB,Financial Services,2026-01-14,0
C1497,Customer 1497,Trial,True,Mid-Market,Professional Services,2026-01-15,0
C1498,Customer 1498,Trial,True,SMB,Manufacturing,2026-01-19,0
C1499,Customer 1499,Trial,True,Mid-Market,Technology,2026-02-28,0
